TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,PropertyDamage,BodilyInjuries,Witnesses,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CustomerLoyaltyPeriod,InsurancePolicyState,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
1,,4,6,0.0,0,1,45,0,0,12,280,2,1316.56,4,13,2000,0
3,,4,1,0.0,0,1,45,1,0,12,286,2,1339.16,3,12,1999,0
0,2.0,1,5,,2,1,42,1,3,2,235,0,1254.02,4,6,2013,0
2,2.0,4,6,,2,1,41,1,5,1,213,2,1492.53,0,10,2002,0
2,0.0,4,6,0.0,1,1,46,0,5,5,265,2,1577.26,0,10,1996,0
1,,2,5,1.0,1,1,63,1,2,0,478,0,1292.3,3,5,2007,1
2,1.0,0,2,0.0,1,0,38,0,2,3,198,0,1428.72,0,1,1996,0
2,1.0,0,4,0.0,2,0,34,1,2,3,163,0,1451.3,0,11,1995,0
2,0.0,1,2,,2,1,30,1,5,6,148,2,1379.91,5,13,2006,0
0,2.0,4,4,,2,1,41,0,4,5,226,2,1293.14,1,10,2014,0
0,0.0,0,2,,2,1,34,1,1,3,136,1,1564.89,4,5,2002,0
0,2.0,1,6,,2,1,32,1,2,3,94,1,1501.0,5,7,2000,0
2,2.0,0,2,0.0,1,1,38,0,4,2,190,1,1477.68,0,12,2002,0
2,0.0,1,4,0.0,0,1,44,0,1,9,230,1,1009.37,2,3,2015,0
1,,2,6,,0,1,32,0,0,10,112,2,1238.62,2,4,2012,0
3,,2,6,0.0,0,1,31,0,0,10,113,2,1204.1,2,7,2013,0
0,0.0,4,2,,2,1,30,1,4,5,134,1,1089.21,4,8,2005,0
0,0.0,4,6,1.0,2,1,30,1,1,3,134,0,1084.07,0,8,2005,0
0,2.0,1,2,1.0,1,1,29,0,2,11,116,2,1129.32,0,8,1995,0
2,1.0,4,6,0.0,1,1,20,0,3,2,6,1,1185.67,2,2,2000,0
2,2.0,4,6,0.0,0,1,29,0,3,2,96,0,1088.63,2,2,2002,0
0,2.0,1,3,,1,1,30,1,5,9,90,2,1535.93,3,6,1996,0
2,0.0,1,3,,1,1,30,1,0,5,94,2,-1.0,3,8,1997,0
2,0.0,3,5,,2,1,30,0,6,7,138,2,1093.07,5,14,2011,0
3,,2,4,0.0,1,1,31,0,5,6,109,2,1172.93,2,6,2011,0
3,,2,6,,1,1,32,1,0,10,108,2,1172.86,0,6,2010,0
2,0.0,3,5,,2,1,43,0,6,6,274,2,833.98,2,10,2008,0
2,,0,4,,0,1,33,1,3,11,108,2,919.31,2,12,2011,0
2,0.0,0,4,,1,1,34,1,3,11,125,0,973.91,2,5,2014,0
0,0.0,4,2,1.0,0,0,51,1,1,13,386,1,1422.59,3,12,2010,0
0,0.0,4,2,1.0,0,0,53,1,1,0,401,1,1410.66,4,12,2011,0
2,2.0,0,4,1.0,1,1,47,1,0,2,325,2,1598.14,5,3,2005,0
2,2.0,3,5,1.0,1,1,44,0,1,2,310,2,1503.2,0,5,2002,0
1,,4,1,,0,1,41,0,3,4,239,2,1325.44,2,9,2013,0
0,2.0,4,6,,1,0,40,1,6,1,238,2,1349.33,2,13,2010,0
0,2.0,4,6,,0,0,43,0,6,3,258,1,1388.4,2,7,2011,0
0,2.0,0,2,0.0,0,0,30,0,2,11,101,0,1447.72,3,8,1998,0
0,2.0,0,2,0.0,0,0,30,0,4,11,92,0,1446.16,3,11,1998,0
2,2.0,1,2,0.0,0,1,45,1,5,3,299,0,1163.22,5,6,2000,0
2,0.0,1,4,0.0,1,1,42,1,4,8,225,2,1658.2,0,13,2000,0
2,1.0,0,5,0.0,2,1,44,1,5,6,230,1,1241.39,1,13,2011,0
0,1.0,4,1,1.0,1,1,31,0,4,9,93,0,1017.18,0,11,2014,0
0,1.0,3,4,0.0,2,1,52,1,4,12,387,2,-1.0,0,1,2003,1
0,1.0,3,2,0.0,1,1,54,1,4,12,411,2,1403.14,2,1,2003,0
0,1.0,4,3,,1,1,34,0,4,9,157,0,1131.21,0,8,2014,0
2,0.0,1,2,0.0,0,1,43,1,4,11,250,2,1536.5,2,6,2002,0
0,0.0,0,6,1.0,0,0,26,0,5,0,71,1,973.9,3,5,1997,0
0,0.0,0,6,1.0,0,0,27,0,2,0,73,1,971.62,1,14,1996,0
2,1.0,1,4,0.0,0,0,29,1,2,4,127,2,1876.47,5,5,2003,0
0,1.0,0,4,1.0,0,0,25,0,5,10,37,2,1221.17,1,12,1996,0
3,,2,5,0.0,0,1,29,1,6,0,52,2,1511.64,5,1,2001,0
3,,4,1,0.0,1,1,33,1,6,0,41,2,1523.35,3,1,1999,0
3,,4,4,0.0,0,1,29,1,2,2,13,0,1400.59,2,1,2007,0
0,0.0,3,2,,2,0,30,1,0,13,31,2,1449.8,0,11,2006,0
1,,2,2,0.0,1,1,29,1,3,7,112,1,1232.91,0,10,2004,0
0,2.0,3,4,,0,1,48,1,4,6,291,0,889.66,5,6,2008,0
0,2.0,3,2,,0,1,47,1,4,6,286,2,908.47,5,11,2009,0
0,2.0,4,1,,2,1,32,0,5,1,141,2,1435.64,3,5,1997,0
2,1.0,4,2,1.0,1,1,41,1,0,2,288,2,1396.69,1,1,2000,1
2,1.0,3,2,,1,1,41,0,4,6,277,1,1356.57,1,1,2000,0
1,2.0,1,1,1.0,0,0,36,0,0,2,66,0,660.17,1,13,2015,0
1,,4,5,0.0,0,1,29,0,3,11,73,2,1087.62,2,14,2010,0
1,,4,4,0.0,0,1,35,0,3,11,52,1,1190.63,3,14,2012,0
2,0.0,0,2,1.0,2,1,49,1,5,1,331,0,1328.63,5,4,2011,0
2,0.0,0,2,1.0,2,0,50,1,5,8,334,0,1222.42,5,7,2008,0
3,,4,1,0.0,0,1,34,0,6,2,178,0,1486.15,0,11,1999,0
1,,2,1,0.0,0,1,29,0,6,2,109,1,1494.45,0,11,2002,0
0,0.0,3,6,0.0,0,1,34,1,3,13,136,0,1199.13,1,3,1996,0
0,2.0,0,6,1.0,1,1,47,1,2,11,290,2,1393.17,1,2,2002,0
2,0.0,4,4,,2,1,40,0,6,1,102,2,1477.53,3,13,1998,0
2,0.0,4,4,0.0,1,1,38,1,4,1,179,2,1470.6,1,13,1999,0
2,0.0,4,2,1.0,2,1,40,0,6,10,245,1,1593.0,2,7,1999,0
1,,4,6,1.0,1,1,35,0,0,9,141,2,1635.93,0,13,2005,0
1,,4,6,0.0,1,1,33,1,3,12,161,1,1460.32,0,8,2008,0
0,1.0,0,6,,0,1,28,0,2,10,95,2,893.31,0,2,2013,0
0,0.0,0,6,,0,0,30,0,5,12,78,2,822.92,0,2,2013,0
3,,2,6,0.0,2,1,47,1,0,1,314,2,1196.94,2,7,2005,0
2,1.0,3,6,,2,1,37,1,1,1,192,0,1768.14,5,14,2007,1
0,2.0,3,0,1.0,2,1,50,1,4,1,313,2,1255.62,4,6,1995,0
2,1.0,3,5,,2,1,38,0,5,12,167,2,1393.23,4,4,2002,0
2,1.0,1,0,,1,1,40,0,0,3,258,2,1222.22,4,4,2001,0
3,,4,4,,1,1,30,1,2,11,150,1,1260.32,0,9,1998,0
3,,2,2,1.0,1,1,46,1,2,12,291,0,1404.96,4,8,2004,0
2,1.0,3,4,1.0,2,1,40,1,6,5,240,1,1317.01,1,14,1997,0
2,1.0,3,4,1.0,2,1,39,1,6,5,227,1,1329.61,1,10,1997,0
1,,2,4,,2,1,30,1,3,10,71,2,1674.82,2,8,2015,0
3,,4,5,,1,1,38,1,3,12,210,1,999.52,2,1,2008,0
2,0.0,4,2,1.0,0,1,55,0,5,13,402,0,1349.43,5,9,2001,0
2,0.0,4,2,,0,1,61,0,5,13,472,2,1268.83,5,9,1998,0
2,1.0,3,6,0.0,2,1,33,1,4,7,175,0,1220.35,5,5,1997,0
2,1.0,0,2,0.0,2,1,34,1,4,7,194,2,1193.76,1,10,1997,0
0,2.0,4,6,,0,1,28,1,5,5,60,2,1169.46,2,1,2001,0
0,2.0,4,6,0.0,0,1,28,1,5,8,44,2,1136.18,2,2,2000,0
2,2.0,1,4,,0,0,48,0,4,7,296,2,1542.26,0,2,2004,1
2,0.0,1,2,,0,0,48,0,4,7,296,1,1541.54,0,2,2004,0
3,1.0,4,1,0.0,1,1,42,1,0,11,221,2,917.12,3,4,2001,0
3,,0,1,0.0,1,1,41,1,0,11,199,2,896.29,0,4,1999,0
0,1.0,0,4,,2,1,29,1,6,1,101,2,1380.89,3,3,1996,0
2,1.0,0,2,1.0,0,0,60,0,0,7,474,0,1290.65,3,5,2001,0
2,0.0,0,4,1.0,0,0,58,1,0,7,440,1,1200.68,0,7,2004,0
1,,2,2,,1,1,34,0,4,1,127,2,970.09,5,5,2013,0
1,,2,0,0.0,1,1,31,1,4,8,48,1,1428.93,2,1,2000,0
1,,2,0,,2,1,30,1,4,8,75,2,1181.0,2,1,2003,0
0,0.0,1,4,0.0,0,1,43,1,0,9,249,0,1280.0,3,4,2008,0
0,1.0,1,4,1.0,2,0,39,0,4,2,189,2,838.0,3,5,1997,0
0,1.0,1,5,1.0,2,1,32,0,1,12,106,2,804.69,3,5,2003,0
0,2.0,0,1,,0,1,37,1,2,13,153,1,1010.77,4,14,1999,0
1,,2,6,,1,1,44,1,5,0,286,0,1283.54,2,4,2011,0
2,2.0,4,4,1.0,0,0,31,0,5,9,120,1,1249.83,0,13,2000,0
2,2.0,0,2,1.0,0,1,32,0,5,9,121,1,1267.74,0,12,2001,0
2,2.0,4,2,1.0,2,1,42,1,0,12,213,1,1093.07,2,5,2005,0
2,0.0,0,2,1.0,2,1,29,1,2,9,87,2,1423.91,0,1,2005,0
2,0.0,4,4,0.0,2,1,28,1,2,9,89,2,1443.42,0,11,2006,0
2,0.0,3,6,1.0,0,1,36,0,5,2,186,1,750.14,5,4,1999,0
2,1.0,1,4,1.0,0,1,53,1,0,1,337,2,1205.86,5,1,2001,0
2,1.0,1,2,0.0,1,1,36,1,3,0,138,2,1162.11,0,1,2005,0
2,1.0,3,1,0.0,1,1,37,1,1,0,162,1,1185.06,0,1,2005,0
0,1.0,1,6,0.0,1,1,46,0,4,2,312,0,1089.88,0,12,2013,0
0,1.0,3,6,,1,1,50,0,4,3,375,0,991.88,0,8,2008,1
0,2.0,1,1,0.0,2,1,44,1,2,7,290,2,1603.25,4,11,2006,0
0,0.0,0,2,0.0,2,1,32,0,4,3,154,0,1415.93,0,14,2006,0
0,0.0,0,1,0.0,2,1,31,1,2,3,144,0,1403.48,0,10,2007,0
2,1.0,1,4,,0,1,44,0,1,9,248,0,1239.36,2,7,2001,0
2,0.0,1,4,1.0,0,0,43,0,6,9,240,0,1230.19,2,14,2000,0
3,,4,4,1.0,2,1,51,1,5,5,360,0,1526.61,1,5,2009,1
1,,2,6,1.0,0,1,34,0,0,11,195,1,1434.59,1,1,2003,0
0,0.0,3,6,0.0,1,1,50,0,4,2,368,1,1002.29,4,8,2008,1
0,1.0,3,1,0.0,1,1,31,1,1,0,92,2,1144.05,3,3,2006,0
0,,2,4,1.0,0,1,41,0,0,1,252,2,1500.13,3,2,2009,0
1,2.0,2,6,0.0,0,1,39,1,6,3,254,2,1462.27,3,2,2010,0
0,2.0,1,4,0.0,2,1,35,0,4,11,100,0,1849.21,3,5,1996,0
0,2.0,1,4,0.0,2,1,36,0,2,11,122,2,1807.18,5,9,1996,0
1,,4,1,1.0,2,1,53,0,2,12,428,0,1496.44,4,7,2013,0
0,2.0,1,2,1.0,1,1,43,0,1,6,301,2,1300.38,1,8,2010,0
0,2.0,1,2,1.0,0,1,44,0,1,11,317,0,1188.22,1,8,2010,0
2,1.0,0,5,0.0,0,1,32,0,2,0,158,0,1041.22,5,6,2005,0
2,1.0,0,4,0.0,0,1,33,0,4,0,163,2,1050.31,5,6,2005,0
3,,4,2,1.0,2,1,29,1,0,8,78,0,1278.57,1,10,2001,0
3,,4,2,1.0,2,1,31,1,5,7,76,0,1444.11,1,9,1996,0
2,2.0,1,1,0.0,1,0,39,0,6,5,226,1,1377.64,1,1,1995,0
2,2.0,3,2,0.0,1,0,39,0,3,11,213,0,1289.85,0,1,1998,0
0,1.0,4,2,0.0,0,1,55,1,3,7,400,2,902.62,4,4,1997,0
0,1.0,4,2,1.0,0,1,55,1,6,7,378,0,1015.36,4,12,1998,0
0,0.0,3,6,,1,1,58,1,3,3,420,1,1131.22,1,9,2007,0
0,1.0,3,2,,1,1,58,1,4,11,435,2,1145.39,3,14,2004,0
0,2.0,0,6,,2,0,36,0,4,10,52,1,1249.26,4,12,2012,1
0,2.0,1,5,,2,0,35,0,5,6,53,1,1251.85,4,10,2012,0
0,2.0,4,1,1.0,0,0,36,0,2,6,154,0,1399.58,5,12,1995,0
0,2.0,4,1,,0,0,36,1,2,6,161,0,1377.51,0,5,1996,0
2,2.0,1,6,,2,1,31,1,5,9,102,0,1532.03,1,13,1999,1
2,1.0,3,2,1.0,2,1,51,1,5,13,364,0,1268.35,5,14,2014,1
2,0.0,1,4,1.0,1,1,57,0,2,7,407,2,1413.03,5,1,2008,0
2,0.0,0,6,,0,1,33,1,4,10,145,2,974.56,1,2,1997,1
2,0.0,0,6,,0,1,33,1,4,10,144,2,974.88,3,10,1997,0
0,2.0,1,4,,2,1,29,0,3,1,70,0,1430.06,2,7,1997,0
0,2.0,3,4,,2,1,30,0,5,1,73,2,1407.67,4,7,1997,0
0,1.0,4,4,1.0,1,1,53,0,4,5,374,1,1510.36,0,1,2011,0
0,1.0,4,2,1.0,1,1,52,0,4,7,373,1,1513.08,0,1,2012,0
2,1.0,0,4,,2,0,37,0,3,0,182,2,1473.15,3,12,2002,0
2,1.0,0,3,,2,0,37,0,3,2,183,2,1471.88,3,6,2003,0
3,,4,6,,2,1,35,1,1,7,185,1,1421.59,3,6,2011,0
0,2.0,3,4,,0,0,38,0,4,0,194,0,1356.12,5,8,2004,0
2,1.0,1,2,1.0,2,0,58,1,5,8,413,0,1227.94,4,12,2007,0
2,1.0,1,2,1.0,2,0,59,1,5,0,431,2,1230.51,5,12,2007,0
0,2.0,4,2,,1,1,41,1,3,1,218,1,1005.42,3,2,2000,0
0,0.0,1,1,0.0,1,0,45,0,3,3,243,0,1362.44,3,6,2010,0
0,0.0,1,1,0.0,1,1,43,0,3,9,224,1,1457.59,3,14,2009,0
3,,4,1,0.0,0,1,26,1,6,2,63,0,1500.04,3,1,2004,0
2,1.0,3,5,,1,1,39,1,6,13,209,1,1269.53,1,4,1995,0
0,2.0,1,6,0.0,0,1,33,0,1,11,170,2,1136.09,0,11,1995,0
0,1.0,1,6,1.0,0,1,33,0,1,4,151,2,1191.23,0,11,1997,0
0,1.0,4,6,,1,0,29,0,2,13,62,0,1270.27,1,13,2006,0
0,1.0,4,2,,1,0,29,0,2,13,50,0,1198.32,0,13,2006,1
1,,4,6,,1,1,32,0,4,12,90,0,1493.71,1,2,2002,0
0,2.0,1,6,0.0,2,1,35,0,1,3,210,0,1433.24,1,11,2006,1
2,0.0,1,6,0.0,2,1,54,0,2,8,404,0,1389.5,2,13,2000,0
0,2.0,4,1,,0,0,40,0,6,8,241,1,1442.73,1,11,2003,0
0,1.0,4,1,,0,0,44,0,3,8,265,1,1231.66,1,5,2005,0
0,1.0,4,1,,2,1,61,1,3,12,452,1,1192.19,5,10,2005,0
0,1.0,4,2,,2,1,61,0,2,3,447,1,1073.7,0,8,2005,0
2,1.0,1,4,,1,1,56,0,4,7,401,2,1482.16,1,1,2011,0
2,1.0,1,6,,1,1,58,0,4,5,428,2,1510.95,1,1,2010,0
0,1.0,0,6,,1,0,38,0,6,2,194,1,1231.25,1,13,2011,0
2,2.0,4,1,1.0,0,1,28,1,1,7,104,1,1551.54,2,5,2010,0
0,2.0,0,1,0.0,0,1,28,0,1,1,93,1,1512.69,2,12,2010,0
3,,2,6,0.0,1,0,42,0,2,10,230,2,1595.8,2,4,2012,0
1,,2,2,1.0,1,0,33,0,6,7,104,0,1301.46,0,10,1998,0
1,,2,2,0.0,0,1,33,1,6,7,118,0,1251.74,4,10,2002,0
0,1.0,4,2,1.0,0,0,26,0,1,8,79,0,1266.47,2,13,2012,0
0,1.0,1,2,1.0,0,0,25,1,1,1,73,1,1352.15,4,13,2012,0
0,2.0,1,4,0.0,1,1,30,1,1,3,132,1,1214.61,3,5,2006,0
0,0.0,1,4,0.0,2,1,30,1,6,0,131,1,1201.89,0,12,2005,0
2,2.0,1,5,,0,0,35,0,2,6,180,1,1453.77,5,14,2012,0
1,,2,4,1.0,2,1,36,1,6,12,161,1,1284.38,2,4,2012,0
0,1.0,1,5,1.0,0,1,39,1,2,2,185,2,-1.0,4,12,2014,0
0,2.0,4,3,0.0,0,1,39,1,3,1,195,2,1222.6,4,10,2014,0
0,1.0,1,6,0.0,0,1,36,1,4,0,185,2,1720.0,4,14,1998,0
2,1.0,0,1,,1,0,29,1,3,4,107,2,836.88,0,13,2008,0
2,1.0,0,1,1.0,0,1,33,1,6,4,134,2,853.92,1,8,2015,0
2,0.0,3,2,,2,0,24,0,0,1,48,1,1556.78,4,13,1999,0
1,,2,0,,1,1,32,1,4,1,143,1,1327.84,3,4,1999,0
2,1.0,4,4,1.0,0,1,31,0,1,6,104,0,1373.35,2,12,2001,0
2,0.0,1,2,,1,1,27,0,1,0,27,1,1118.76,3,6,2008,0
0,0.0,0,2,1.0,2,0,34,0,4,1,112,2,1385.3,1,11,2002,0
2,0.0,0,5,,2,1,41,0,2,13,214,1,1040.1,2,13,2007,0
1,,2,0,,1,1,40,1,2,8,231,1,1071.99,1,13,1997,0
2,1.0,4,6,0.0,0,1,39,1,5,13,217,2,998.89,3,4,2013,0
2,2.0,3,4,,0,0,33,1,1,9,153,2,1317.21,5,10,2012,0
2,2.0,3,4,1.0,0,1,36,0,1,9,80,2,1180.55,2,10,2007,0
2,1.0,4,2,1.0,0,0,39,0,0,7,251,1,1231.98,1,5,1997,0
0,1.0,0,5,0.0,2,1,36,0,3,10,183,1,1201.74,4,8,1998,0
0,0.0,0,6,,1,1,45,0,6,5,256,0,1494.47,0,6,2007,0
3,,2,4,0.0,1,1,32,0,0,6,109,2,1172.92,2,4,2011,0
3,,4,6,0.0,0,1,44,0,4,9,258,0,1229.72,0,4,2014,0
3,,2,6,0.0,1,1,46,0,0,12,270,0,1324.93,0,1,2013,1
0,0.0,0,5,0.0,0,1,25,0,5,4,61,0,1168.74,5,10,2010,0
2,1.0,4,4,,0,1,35,0,6,2,181,1,1375.93,5,14,2008,0
0,2.0,0,4,,0,0,44,0,1,13,239,0,1357.71,5,10,2002,0
3,,4,6,1.0,2,0,43,1,5,11,286,0,1071.38,2,4,2010,0
2,1.0,4,4,,0,1,46,0,5,9,338,1,1181.63,1,5,2010,0
2,2.0,3,4,1.0,1,1,43,0,2,0,233,1,1329.45,0,5,2015,0
2,2.0,3,6,0.0,2,1,50,0,6,3,392,2,1108.97,1,11,2002,0
3,,2,5,1.0,1,0,30,1,0,7,104,0,1430.74,1,10,1997,0
1,,2,5,1.0,1,0,31,1,0,11,116,0,1336.15,3,10,1997,0
0,2.0,1,4,1.0,0,0,34,1,0,2,191,1,1217.56,1,10,2010,0
0,2.0,3,4,1.0,1,0,36,1,6,6,203,0,1171.96,2,10,2006,0
0,0.0,4,6,,2,1,56,1,6,10,415,2,1227.45,3,13,2011,0
2,1.0,0,3,1.0,1,1,37,0,1,2,177,1,1500.06,0,6,2001,0
2,1.0,4,4,0.0,0,0,59,0,3,7,468,0,1301.05,0,7,2001,0
2,0.0,4,2,,1,1,52,0,3,13,352,0,1259.83,0,14,2002,0
2,1.0,1,4,0.0,2,0,30,0,2,3,143,1,1392.39,4,13,2010,0
2,0.0,1,2,0.0,0,1,31,1,6,8,116,2,1183.67,3,0,2006,0
2,1.0,1,2,,0,1,31,0,6,8,129,1,1196.44,1,12,2006,0
0,0.0,0,6,0.0,1,1,25,0,1,8,87,0,1584.6,0,12,1997,0
0,1.0,1,4,,2,1,30,0,0,2,121,2,1132.14,3,1,1998,0
0,2.0,1,4,,2,1,30,0,0,2,123,2,1139.51,4,1,1998,0
2,2.0,3,3,0.0,2,1,32,0,4,7,141,0,1132.01,3,14,2010,0
2,0.0,3,3,0.0,2,1,34,0,6,7,145,2,1188.6,5,5,2010,0
3,,2,4,0.0,0,1,45,1,3,9,268,1,1449.57,3,10,2008,0
3,,2,4,0.0,1,1,46,0,3,9,292,1,1283.51,3,10,2007,1
0,0.0,0,6,0.0,0,1,29,0,2,4,122,1,1525.41,2,12,2012,0
0,0.0,4,2,0.0,0,1,28,0,3,6,126,1,1510.11,2,6,2011,0
3,,4,4,1.0,1,1,36,1,2,8,198,1,1057.76,1,12,2000,0
3,,2,4,1.0,1,1,35,1,6,7,179,1,1071.55,5,12,2001,0
1,,4,1,,0,1,41,0,3,4,239,2,1325.59,2,9,2013,0
1,,4,1,,0,1,41,1,3,4,244,2,1327.71,2,9,2013,1
2,2.0,4,5,0.0,0,1,40,0,1,13,243,1,856.24,1,10,2011,0
2,2.0,0,6,0.0,0,1,40,0,3,13,245,2,875.24,2,10,2011,0
2,1.0,0,6,0.0,2,1,40,0,3,9,225,0,1168.08,1,3,2011,0
0,1.0,3,6,1.0,1,1,42,1,3,6,292,1,1588.22,2,4,2007,0
1,,2,4,,0,1,46,0,2,6,270,2,889.67,3,11,1998,0
0,2.0,1,4,,1,0,38,1,1,11,219,2,1490.71,4,10,1999,0
3,,4,3,,2,0,33,0,2,12,177,1,1398.87,3,3,1998,0
0,2.0,1,3,0.0,1,1,43,0,0,9,266,2,1306.76,3,8,2013,0
0,2.0,1,5,0.0,1,1,43,0,3,2,267,2,1296.26,4,10,2013,0
2,1.0,0,5,1.0,0,1,41,0,0,8,277,1,1394.48,1,13,2005,0
2,2.0,1,6,1.0,0,1,41,1,3,2,270,1,1399.15,2,7,2005,0
0,2.0,1,2,1.0,1,1,45,0,2,11,289,2,1390.09,1,2,2006,0
0,2.0,0,6,1.0,1,1,43,1,0,3,289,1,1387.53,2,2,2010,0
3,,4,2,,1,1,48,1,0,8,347,0,1265.18,5,11,2000,0
0,2.0,3,2,1.0,2,0,22,1,2,12,23,2,1559.94,0,1,2014,0
0,2.0,3,5,1.0,2,1,25,1,0,12,73,1,1579.19,1,1,2014,0
0,2.0,1,1,0.0,2,1,47,1,2,3,311,0,1231.49,5,11,2000,0
2,0.0,4,6,,2,1,42,1,0,1,222,2,1506.09,0,10,2001,0
0,1.0,0,6,0.0,0,1,33,1,3,9,158,2,1744.64,4,14,1998,0
0,2.0,4,2,0.0,2,1,36,0,0,13,30,1,1488.05,5,11,2008,0
0,2.0,1,5,,1,1,38,0,2,1,222,1,1195.79,3,2,2015,0
0,2.0,4,5,,1,1,40,1,2,4,255,1,1330.29,3,2,2015,0
0,2.0,3,6,,0,1,45,1,3,5,277,1,1166.24,3,12,2013,0
2,0.0,1,4,0.0,0,1,44,1,5,8,254,0,1518.21,0,6,2003,0
0,2.0,3,2,,2,1,41,0,1,12,250,0,1226.61,2,10,2001,0
0,2.0,3,5,,2,1,32,1,6,3,165,1,1060.01,3,12,2003,0
0,1.0,0,5,,2,1,30,1,3,10,131,0,1189.02,3,8,2005,0
0,2.0,3,2,,2,1,39,1,3,0,199,0,978.59,2,2,2002,1
0,2.0,3,2,0.0,0,1,39,0,3,10,212,0,1373.01,1,5,2007,0
2,1.0,0,2,1.0,2,0,46,1,5,7,314,2,1471.58,5,4,2009,0
2,1.0,1,6,0.0,2,0,47,1,5,8,318,2,1413.31,5,4,2008,0
0,0.0,4,5,,0,1,26,1,5,5,93,2,1042.37,2,2,1997,1
2,0.0,1,6,0.0,2,1,60,0,2,10,450,0,1337.16,4,14,2003,0
2,0.0,3,2,0.0,1,0,33,0,6,1,147,1,1024.53,0,1,2014,0
0,2.0,0,2,0.0,0,1,39,0,3,0,225,2,1257.6,3,8,2009,0
0,1.0,4,4,0.0,0,1,39,0,3,10,233,2,1259.15,1,5,2009,0
2,0.0,1,2,,1,0,37,0,3,1,190,1,1015.74,1,7,2013,0
1,,2,4,0.0,2,0,33,0,3,6,138,1,1077.44,1,8,2014,0
1,,2,4,0.0,2,0,33,0,6,6,136,2,1076.11,1,1,2013,0
2,0.0,0,4,0.0,0,1,49,0,6,1,323,0,1279.66,4,4,2007,0
2,1.0,4,1,0.0,1,0,39,0,3,11,231,1,1394.14,0,9,1995,0
2,2.0,4,4,1.0,1,0,40,0,3,6,235,1,1401.44,1,4,1995,0
1,,2,2,1.0,1,1,36,0,5,8,163,1,1517.05,1,12,2000,0
3,,4,6,,1,1,31,0,5,8,45,1,1459.64,1,11,2000,0
0,2.0,3,2,1.0,1,1,48,1,0,11,327,1,1303.59,1,11,2009,0
2,0.0,3,1,1.0,1,0,46,1,4,13,274,0,1227.93,3,9,2007,0
2,2.0,3,0,0.0,1,0,32,1,3,12,102,2,1537.07,5,4,2004,1
2,2.0,3,2,,1,0,32,0,6,4,113,2,1012.3,5,2,2014,0
2,0.0,1,6,0.0,2,1,46,1,1,6,263,0,1369.32,1,1,1998,1
2,0.0,1,6,1.0,2,1,37,1,3,13,180,2,1281.8,1,3,1995,0
0,2.0,3,1,1.0,1,0,36,1,3,2,211,0,1149.66,0,3,2004,0
2,0.0,3,6,0.0,1,0,32,1,2,2,157,0,1806.67,2,1,2002,0
2,1.0,3,4,0.0,1,0,31,1,3,13,151,2,1824.22,1,2,2002,0
1,,4,5,0.0,1,0,57,1,2,2,395,1,1398.65,3,7,1999,0
2,0.0,3,4,1.0,0,1,40,1,6,7,182,1,1022.42,0,2,2008,0
2,1.0,1,6,,1,1,57,0,5,5,407,1,1487.96,1,1,2010,0
2,1.0,1,4,,1,1,61,0,5,7,475,1,1561.42,1,1,2009,0
0,2.0,0,2,0.0,2,0,38,0,5,12,189,0,1256.18,3,14,2008,0
0,2.0,0,5,0.0,2,1,37,0,5,12,183,0,1265.89,1,5,2009,0
2,2.0,0,1,0.0,1,1,32,0,5,8,134,1,1252.16,2,12,2011,1
0,1.0,1,4,1.0,0,1,60,1,6,6,478,0,1166.69,5,4,2006,0
0,1.0,3,4,1.0,0,1,61,0,4,6,475,0,1128.48,2,4,2007,0
1,,2,6,,2,1,34,0,5,10,152,1,1079.66,1,8,2002,0
2,0.0,4,2,,2,1,46,1,4,7,282,2,1558.86,5,3,2012,0
3,,2,5,1.0,0,1,37,1,6,6,139,2,1357.41,0,6,2010,0
1,,4,6,,1,1,32,1,5,8,75,1,1474.22,4,11,2000,0
1,,4,6,,1,1,37,1,5,10,185,1,1528.13,4,11,2000,0
1,,2,6,0.0,0,1,43,1,4,0,228,1,1701.15,1,11,2006,0
1,,2,4,0.0,0,1,44,0,0,0,234,2,1668.26,3,11,2007,0
0,1.0,4,2,0.0,2,1,37,0,3,9,165,2,1094.93,3,11,2005,0
0,0.0,4,2,0.0,2,1,37,0,3,3,167,0,1086.17,3,11,2006,0
2,1.0,4,6,1.0,0,1,39,0,5,4,193,2,1065.36,5,13,2000,1
0,1.0,3,4,1.0,2,1,39,1,2,13,222,2,1757.87,1,11,1996,1
1,,2,2,1.0,1,1,32,0,0,7,126,1,1251.18,3,11,2001,0
3,,2,1,1.0,1,1,31,1,3,2,125,1,1226.44,3,11,2003,0
2,2.0,3,2,0.0,0,1,31,1,5,10,91,1,1210.8,0,5,2005,0
0,2.0,3,2,,2,0,33,0,3,5,113,0,1401.6,1,4,1999,0
0,2.0,3,4,0.0,2,1,29,0,3,5,69,0,1462.21,1,4,1997,0
2,1.0,3,6,1.0,2,1,42,1,5,1,254,1,1302.95,1,10,1997,0
0,1.0,4,6,1.0,1,1,52,1,6,6,415,1,973.5,1,13,2003,0
0,2.0,3,5,1.0,1,0,23,0,2,9,39,0,1478.93,0,11,2010,0
